,OffSex,OffRace,INCIDENT_DATE_LESS_,OFF_INJURE_DESC,OFF_HOSPIT,CitRace,CitSex,SUBJ_INJURE_DESC,CIT_ARREST,CIT_INFL_A,CITChargeT,SERVICE_TY,UOF_REASON,ForceType1
1695,Female,Black,7,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,Alchohol,"Warrant/Hold, Assault/FV, Other Felony Arrest",Arrest,Detention/Frisk,Verbal Command
1696,Male,White,4,No injuries noted or visible,No,White,Male,"OC Spray Treatment, Treated by DFD, Abrasion/Scrape",Yes,Unknown Drugs,"Warrant/Hold, Drug Possession - Misdemeanor",Arrest,Arrest,Verbal Command
1697,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Other,Handcuffing Take Down
1698,Male,White,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Assault to Other Person,BD - Pushed
1699,Male,White,16,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,"Assault, Resisting Arrest",Arrest,Arrest,Verbal Command
1700,Male,Black,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Pedestrian Stop,Danger to self or others,Verbal Command
1701,Male,Hispanic,3,Abrasion/Scrape,Yes,White,Male,Hospitalized,Yes,Alchohol and unknown drugs,"APOWW, Assault/Public Servant",Arrest,Arrest,Verbal Command
1702,Female,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Theft, Other Misdemeanor Arrest, Evading Arrest",Arrest,Weapon Display,Verbal Command
1703,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Alchohol,Assault/FV,Service Call,Assault to Other Person,Take Down - Body
1704,Female,Hispanic,4,"Jammed right thumb, Abrasion/Scrape",No,Hispanic,Male,Abrasion/Scrape,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Joint Locks
1705,Male,Hispanic,7,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,No,None detected,"Unauthorize Use Vehicle, Evading Arrest, Warrant/Hold",Crime in Progress,Arrest,Verbal Command
1706,Male,White,7,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,None detected,Theft,Arrest,Other,BD - Grabbed
1707,Male,White,8,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,Unauthorize Use Vehicle,Call for Cover,Arrest,Weapon display at Person
1708,Female,White,4,No injuries noted or visible,No,White,Male,"Abrasion/Scrape, Treated by DFD",Yes,Alchohol and unknown drugs,"Public Intoxication, Evading Arrest, Resisting Arrest",Arrest,Danger to self or others,Verbal Command
1709,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,Taser Display at Person
1710,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,"Warrant/Hold, Resisting Arrest, Other Felony Arrest",Arrest,Arrest,Verbal Command
1711,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,"Traffic Violation, Evading Arrest, Other Misdemeanor Arrest",Traffic Stop,Arrest,Take Down - Body
1712,Female,White,9,No injuries noted or visible,No,Black,Male,"Injury Not Related to Force, Hospitalized",Yes,Alchohol and unknown drugs,"Assault/FV, Resisting Arrest",Arrest,Arrest,Held Suspect Down
1713,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Held Suspect Down
1714,Male,White,6,No injuries noted or visible,No,Hispanic,Female,OC Spray Treatment,Yes,Alchohol,Public Intoxication,Service Call,Arrest,OC Spray
1715,Male,Hispanic,1,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,None detected,Other Felony Arrest,Arrest,Assault to Other Person,Verbal Command
1716,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Unknown Drugs,"Other Felony Arrest, Resisting Arrest",Arrest,Arrest,Verbal Command
1717,Male,Black,20,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Alchohol,"Public Intoxication, Resisting Arrest",Arrest,Arrest,Take Down - Arm
1718,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Held Suspect Down
1719,Male,Hispanic,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,Drug Possession - Misdemeanor,Arrest,Arrest,Weapon display at Person
1720,Male,White,2,No injuries noted or visible,No,Black,Male,"Elevated Heart Rate, Injury Not Related to Force",Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Handcuffing Take Down
1721,Male,White,3,Abrasion/Scrape,No,Black,Male,"Abrasion/Scrape, Hospitalized",Yes,Mentally unstable,APOWW,Arrest,Active Aggression,Taser Display at Person
1722,Male,White,3,No injuries noted or visible,No,Hispanic,Male,"Laceration/Cut, Abrasion/Scrape",Yes,Alchohol and unknown drugs,APOWW,Arrest,Arrest,Verbal Command
1723,Male,Hispanic,24,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Alchohol,No Arrest,Service Call,Weapon Display,Weapon display at Person
1724,Male,Black,12,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,None detected,No Arrest,Other ( In Narrative),Other,Hand Controlled Escort
1725,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Warrant/Hold, Fail to ID, Resisting Arrest",Service Call,Arrest,Verbal Command
1726,Male,White,2,No injuries noted or visible,Yes,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,Assault/FV,Service Call,Arrest,Verbal Command
1727,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,"Injured prior to contact, Injury Not Related to Force",Yes,No reason,"Evading Arrest, Other Misdemeanor Arrest",Arrest,Arrest,Verbal Command
1728,Female,White,2,Redness/Swelling,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Assault/Public Servant, Warrant/Hold",Service Call,Assault to Other Person,Verbal Command
1729,Male,White,9,No injuries noted or visible,No,Black,Male,Injury Not Related to Force,Yes,No reason,"Crim Trespass/Bldg/Prop, Resisting Search and Transport",Arrest,Arrest,Joint Locks
1730,Male,White,3,"Abrasion/Scrape, Redness/Swelling, Laceration/Cut",No,Hispanic,Male,"Taser Burn Marks, Redness/Swelling, Treated by DFD",Yes,Alchohol and unknown drugs,"Assault/Public Servant, Warrant/Hold, Drug Possession - Felony",Off-Duty Employment,Active Aggression,Verbal Command
1731,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Assault/FV, Evading Arrest, Other Misdemeanor Arrest, Drug Possession - Misdemeanor, Warrant/Hold",Service Call,Arrest,Held Suspect Down
1732,Male,White,6,No injuries noted or visible,No,White,Male,"Injured prior to contact, Non-Visible Injury/Pain",No,No reason,No Arrest,Service Call,Danger to self or others,Take Down - Arm
1733,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Pedestrian Stop,Arrest,Verbal Command
1734,Female,White,4,"Abrasion/Scrape, Bruise",Yes,Black,Male,"Laceration/Cut, Puncture, Hospitalized",Yes,Unknown Drugs,"Resisting Arrest, Assault/Public Servant, Fail to ID",Service Call,Arrest,Held Suspect Down
1735,Male,White,4,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,None detected,"Resisting Arrest, Warrant/Hold",Arrest,Arrest,Verbal Command
1736,Female,White,4,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Unknown Drugs,"Other Misdemeanor Arrest, Warrant/Hold, Other Felony Arrest, Drug Possession - Misdemeanor, Resisting Search and Transport",Arrest,Arrest,Held Suspect Down
1737,Male,White,26,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest",Arrest,Active Aggression,Take Down - Head
1738,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Disorderly Conduct,Service Call,Weapon Display,BD - Grabbed
1739,Male,White,4,No injuries noted or visible,No,Black,Male,Injured prior to contact,Yes,No reason,Evading Arrest,Arrest,Arrest,Hand/Arm/Elbow Strike
1740,Male,Black,11,No injuries noted or visible,No,Hispanic,Female,"Treated by DFD, soreness of eyes from spray, eyes burning",Yes,None detected,Disorderly Conduct,Service Call,Assault to Other Person,Verbal Command
1741,Male,Hispanic,4,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Service Call,Arrest,Take Down - Body
1742,Female,Black,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Arrest,Weapon display at Person
1743,Male,Hispanic,7,Abrasion/Scrape,No,Hispanic,Male,Abrasion/Scrape,Yes,FD-Unknown if Armed,APOWW,Suspicious Activity,Detention/Frisk,Verbal Command
1744,Female,White,7,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,No reason,No Arrest,Service Call,Detention/Frisk,Verbal Command
1745,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,"Injured prior to contact, Abrasion/Scrape, Puncture, Treated by DFD",Yes,Unknown Drugs,APOWW,Service Call,Danger to self or others,Taser
1746,Male,White,8,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Mentally unstable,"Fail to ID, Resisting Arrest, Drug Possession - Felony",Arrest,Arrest,BD - Grabbed
1747,Male,White,4,No injuries noted or visible,No,White,Female,Abrasion/Scrape,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Pressure Points
1748,Male,White,13,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Suspicious Activity,Danger to self or others,Verbal Command
1749,Male,Other,5,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,Warrant/Hold,Service Call,Active Aggression,Taser Display at Person
1750,Male,White,2,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Held Suspect Down
1751,Male,White,26,No injuries noted or visible,No,White,Male,Abrasion/Scrape,Yes,Unknown Drugs,APOWW,Service Call,Danger to self or others,Take Down - Arm
1752,Male,White,6,No injuries noted or visible,Yes,Hispanic,Male,Abrasion/Scrape,Yes,Alchohol,Public Intoxication,Other ( In Narrative),Arrest,Joint Locks
1753,Male,White,10,No injuries noted or visible,No,Black,Male,Injury Not Related to Force,Yes,Mentally unstable,APOWW,Service Call,Arrest,Held Suspect Down
1754,Male,Black,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,"Assault/Public Servant, APOWW",Arrest,Active Aggression,Verbal Command
1755,Male,Black,4,"Bite, Transported by DFD, Laceration/Cut, Redness/Swelling, Internal Injury",Yes,Hispanic,Male,"Redness/Swelling, Taser Burn Marks, Laceration/Cut, Hospitalized, Treated by DFD",Yes,Unknown Drugs,Assault/Public Servant,Service Call,Active Aggression,Verbal Command
1756,Male,Hispanic,6,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Weapon Display,Weapon display at Person
1757,Male,Hispanic,6,"Abrasion/Scrape, Bite, Sprain/Strain",Yes,Black,Male,"Redness/Swelling, Non-Visible Injury/Pain",Yes,Unknown Drugs,"Assault/Public Servant, Resisting Arrest, Fail to ID",Service Call,Arrest,Baton Strike/Closed Mode
1758,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Evading Arrest, Other Misdemeanor Arrest",Service Call,Arrest,Verbal Command
1759,Male,Black,6,No injuries noted or visible,No,Black,Male,"Puncture, OC Spray Treatment",Yes,NULL,APOWW,Arrest,Danger to self or others,Verbal Command
1760,Male,White,1,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Alchohol,Crim Trespass/Bldg/Prop,Arrest,Arrest,BD - Grabbed
1761,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,DWI,Service Call,Arrest,BD - Pushed
1762,Male,Black,15,No injuries noted or visible,No,Black,Male,"Bruise, Taser Burn Marks, Treated by DFD",Yes,None detected,Assault,Service Call,Assault to Other Person,BD - Grabbed
1763,Male,White,8,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Alchohol,DWI,Arrest,Arrest,Verbal Command
1764,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Service Call,Danger to self or others,Take Down - Body
1765,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,"Assault/FV, Resisting Search and Transport, Other Felony Arrest",Service Call,Arrest,Verbal Command
1766,Male,Hispanic,4,No injuries noted or visible,No,Black,Female,Laceration/Cut,Yes,No reason,"Assault/FV, Resisting Arrest, Other Felony Arrest",Arrest,Arrest,Take Down - Arm
1767,Male,White,26,No injuries noted or visible,No,White,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,Public Intoxication,Arrest,Arrest,Joint Locks
1768,Female,Black,28,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,None detected,Other Felony Arrest,Service Call,Other,Weapon display at Person
1769,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,NULL,"Public Intoxication, Warrant/Hold",NULL,NULL,BD - Grabbed
1770,Male,White,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,No reason,No Arrest,Service Call,Weapon Display,Weapon display at Person
1771,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Marijuana,"Drug Possession - Misdemeanor, Resisting Arrest",Arrest,Arrest,Verbal Command
1772,Male,White,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Warrant/Hold, Drug Possession - Misdemeanor",Service Call,Other,Weapon display at Person
1773,Male,White,4,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Service Call,Arrest,Take Down - Arm
1774,Male,White,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Public Intoxication,Arrest,Arrest,Verbal Command
1775,Male,Hispanic,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Fail to ID, Other Misdemeanor Arrest",Service Call,Arrest,Joint Locks
1776,Male,White,4,Fatigue,No,White,Male,"Abrasion/Scrape, Treated by DFD, Hospitalized",Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Arrest, Evading Arrest",Off-Duty Employment,Arrest,Verbal Command
1777,Female,White,3,Laceration/Cut,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,"Assault/Public Servant, APOWW",Arrest,Active Aggression,Held Suspect Down
1778,Male,White,26,Abrasion/Scrape,No,Black,Female,No injuries noted or visible,Yes,No reason,"Assault, Resisting Arrest",Arrest,Arrest,Hand Controlled Escort
1779,Female,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Evading Arrest, Unauthorize Use Vehicle, Robbery",Arrest,Arrest,Weapon display at Person
1780,Male,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,FD-Suspect Unarmed,No Arrest,Service Call,Detention/Frisk,Verbal Command
1781,Male,Black,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol,"Public Intoxication, Resisting Search and Transport",Arrest,Arrest,Joint Locks
1782,Male,White,3,Abrasion/Scrape,No,White,Male,Abrasion/Scrape,Yes,NULL,"Resisting Arrest, Drug Possession - Felony, Warrant/Hold",Pedestrian Stop,Arrest,Take Down - Body
1783,Male,Hispanic,2,Abrasion/Scrape,No,Hispanic,Male,"Bloody Nose, Abrasion/Scrape",Yes,No reason,"Evading Arrest, Resisting Arrest",Arrest,Detention/Frisk,Verbal Command
1784,Male,Hispanic,1,"Redness/Swelling, Bruise",No,Hispanic,Female,No injuries noted or visible,Yes,Unknown Drugs,APOWW,Service Call,Active Aggression,Verbal Command
1785,Male,Black,9,No injuries noted or visible,No,White,Male,Injured prior to contact,Yes,Alchohol and unknown drugs,APOWW,Service Call,Arrest,Taser Display at Person
1786,Male,White,15,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,Traffic Violation,Traffic Stop,Weapon Display,Weapon display at Person
1787,Male,White,2,Abrasion/Scrape,No,Black,Male,Abrasion/Scrape,Yes,FD-Unknown if Armed,"Evading Arrest, Resisting Arrest, Man/Del/Dangerous Drug",Arrest,Arrest,Take Down - Body
1788,Male,Black,4,Abrasion/Scrape,Yes,Hispanic,Male,"Bruise, Taser Burn Marks",Yes,Unknown Drugs,Assault/Public Servant,Arrest,Active Aggression,Handcuffing Take Down
1789,Male,White,17,No injuries noted or visible,No,Black,Male,Taser Burn Marks,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Taser
1790,Male,Black,10,No injuries noted or visible,No,Black,Female,Bruise,Yes,Alchohol,"Resisting Arrest, Resisting Search and Transport",Call for Cover,Arrest,Pressure Points
1791,Male,White,10,No injuries noted or visible,No,Hispanic,Male,Redness/Swelling,Yes,Mentally unstable,Assault/Public Servant,Service Call,Assault to Other Person,Take Down - Arm
1792,Male,Black,34,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,FD-Suspect Unarmed,APOWW,Service Call,Weapon Display,Weapon display at Person
1793,Female,Hispanic,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Assault/FV, Warrant/Hold",Arrest,Danger to self or others,Weapon display at Person
1794,Male,White,18,No injuries noted or visible,No,White,Male,No injuries noted or visible,No,Mentally unstable,Resisting Search and Transport,Off-Duty Employment,Detention/Frisk,BD - Pushed
1795,Male,White,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Taser Display at Person
1796,Male,White,8,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,Mentally unstable,No Arrest,Other ( In Narrative),Danger to self or others,Verbal Command
1797,Female,Black,7,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,NULL,Other Misdemeanor Arrest,NULL,NULL,Verbal Command
1798,Male,Hispanic,22,Abrasion/Scrape,No,Black,Male,No injuries noted or visible,Yes,None detected,"Resisting Arrest, Fail to ID",Other ( In Narrative),Arrest,Handcuffing Take Down
1799,Male,White,2,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,No reason,"Warrant/Hold, Resisting Arrest, Other Felony Arrest",Arrest,Arrest,BD - Grabbed
1800,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,Injured prior to contact,No,Alchohol,No Arrest,Crime in Progress,Weapon Display,Verbal Command
1801,Female,Black,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Resisting Search and Transport, Warrant/Hold",Service Call,Detention/Frisk,Verbal Command
1802,Male,Black,3,No injuries noted or visible,Yes,Black,Male,Hospitalized,Yes,Unknown Drugs,Assault/Public Servant,Service Call,Assault to Other Person,BD - Pushed
1803,Male,Asian,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Marijuana,"Assault/FV, Resisting Arrest",Arrest,Active Aggression,Hand Controlled Escort
1804,Male,White,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,Mentally unstable,No Arrest,Arrest,Active Aggression,Taser Display at Person
1805,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,"Assault/Public Servant, Evading Arrest",Service Call,Active Aggression,Verbal Command
1806,Male,Black,2,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Unknown Drugs,No Arrest,Service Call,Danger to self or others,LVNR
1807,Female,Black,11,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,Warrant/Hold,Arrest,Arrest,Take Down - Head
1808,Female,White,9,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,FD-Suspect w/ Other Weapon,"Burglary/Habitation, Criminal Mischief, Robbery",Crime in Progress,Arrest,BD - Grabbed
1809,Male,White,25,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,None detected,"Sexual Assault, Robbery",Service Call,Danger to self or others,Weapon display at Person
1810,Male,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"DWI, Resisting Arrest",Arrest,Arrest,Hand/Arm/Elbow Strike
1811,Male,Hispanic,6,No injuries noted or visible,No,White,Male,Laceration/Cut,Yes,Unknown Drugs,"Evading Arrest, Other Felony Arrest",Service Call,Assault to Other Person,Verbal Command
1812,Male,White,24,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,No reason,No Arrest,Service Call,Weapon Display,Weapon display at Person
1813,Male,White,13,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Unknown Drugs,"DWI, Resisting Arrest",Traffic Stop,Detention/Frisk,Weapon display at Person
1814,Male,White,26,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Public Intoxication,Arrest,Arrest,Joint Locks
1815,Male,White,6,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Burglary/Habitation, Evading Arrest",Arrest,Weapon Display,Verbal Command
1816,Male,Asian,1,No injuries noted or visible,No,Black,Female,Laceration/Cut,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Verbal Command
1817,Male,Hispanic,6,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,NULL,Public Intoxication,NULL,NULL,BD - Grabbed
1818,Female,White,1,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Other ( In Narrative),Other,Weapon display at Person
1819,Male,Hispanic,2,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,Alchohol,Evading Arrest,Service Call,Active Aggression,Verbal Command
1820,Male,White,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,Yes,No reason,Assault/FV,Arrest,Active Aggression,Verbal Command
1821,Male,Hispanic,2,No injuries noted or visible,No,Black,Male,"OC Spray Treatment, Abrasion/Scrape",Yes,Mentally unstable,APOWW,Arrest,Danger to self or others,Take Down - Group
1822,Male,White,4,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,Yes,Mentally unstable,City Ordinance Violation,Arrest,Arrest,Verbal Command
1823,Male,White,10,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,Marijuana,No Arrest,Service Call,Other,Weapon display at Person
1824,Male,White,3,No injuries noted or visible,No,White,Male,No injuries noted or visible,Yes,No reason,"Resisting Arrest, Assault",Service Call,Arrest,Verbal Command
1825,Male,Hispanic,4,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Verbal Command
1826,Female,White,7,No injuries noted or visible,No,Hispanic,Female,No injuries noted or visible,Yes,Alchohol and unknown drugs,Criminal Mischief,Arrest,Active Aggression,Verbal Command
1827,Male,White,3,No injuries noted or visible,No,Black,Male,Laceration/Cut,Yes,Mentally unstable,APOWW,Service Call,Danger to self or others,Verbal Command
1828,Male,Hispanic,1,No injuries noted or visible,No,Hispanic,Male,Abrasion/Scrape,Yes,No reason,"Warrant/Hold, Assault/FV, Other Felony Arrest",Service Call,Detention/Frisk,Pressure Points
1829,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Verbal Command
1830,Female,Black,7,No injuries noted or visible,No,Black,Female,Abrasion/Scrape,Yes,No reason,"Traffic Violation, Criminal Mischief",Arrest,Arrest,Verbal Command
1831,Male,White,16,No injuries noted or visible,No,Black,Male,Non-Visible Injury/Pain,Yes,FD-Unknown if Armed,"Criminal Mischief, Resisting Arrest",Service Call,Detention/Frisk,Verbal Command
1832,Male,Black,2,No injuries noted or visible,No,Black,Male,Abrasion/Scrape,No,Alchohol and unknown drugs,No Arrest,Service Call,Weapon Display,Weapon display at Person
1833,Male,White,26,No injuries noted or visible,No,Black,Female,No injuries noted or visible,Yes,Mentally unstable,Assault,Arrest,Arrest,Hand Controlled Escort
1834,Male,White,2,No injuries noted or visible,No,White,Male,Bruise,Yes,Alchohol,Warrant/Hold,Accidental Discharge,Danger to self or others,Verbal Command
1835,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,No reason,Warrant/Hold,Traffic Stop,Weapon Display,Taser Display at Person
1836,Male,Asian,1,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,No reason,No Arrest,Service Call,Detention/Frisk,Verbal Command
1837,Male,White,3,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,None detected,No Arrest,Crime in Progress,Weapon Display,Verbal Command
1838,Male,Black,26,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Unknown Drugs,"Other Felony Arrest, Assault, Resisting Search and Transport, Other Misdemeanor Arrest",Arrest,Active Aggression,Handcuffing Take Down
1839,Male,Black,2,No injuries noted or visible,No,White,Female,"Injury Not Related to Force, Bruise",Yes,Alchohol and unknown drugs,"Public Intoxication, Resisting Search and Transport",Arrest,Arrest,Held Suspect Down
1840,Female,Black,2,No injuries noted or visible,No,White,Female,Abrasion/Scrape,No,Alchohol and unknown drugs,No Arrest,Call for Cover,Other,Hand Controlled Escort
1841,Male,Hispanic,3,No injuries noted or visible,No,Hispanic,Male,No injuries noted or visible,No,No reason,No Arrest,Pedestrian Stop,Detention/Frisk,Verbal Command
1842,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Weapon Display,Weapon display at Person
1843,Male,Hispanic,1,No injuries noted or visible,No,Black,Male,"Taser Burn Marks, Injury Not Related to Force, Bloody Nose, Injured prior to contact",No,Alchohol and unknown drugs,APOWW,Service Call,Danger to self or others,BD - Grabbed
1844,Male,White,14,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,Alchohol and unknown drugs,"Drug Possession - Misdemeanor, Warrant/Hold, Other Felony Arrest",Arrest,Arrest,Verbal Command
1845,Male,White,3,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,No Arrest,Service Call,Detention/Frisk,Joint Locks
1846,Female,White,7,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Burglary/Habitation, Evading Arrest",Arrest,Weapon Display,Verbal Command
1847,Female,White,6,No injuries noted or visible,No,Black,Female,No injuries noted or visible,No,No reason,Other Misdemeanor Arrest,Traffic Stop,Arrest,Verbal Command
1848,Male,White,3,No injuries noted or visible,No,White,Female,Abrasion/Scrape,Yes,Unknown Drugs,"Warrant/Hold, Resisting Arrest, Drug Possession - Felony",Arrest,Arrest,Verbal Command
1849,Male,White,17,No injuries noted or visible,No,Black,Male,No injuries noted or visible,No,None detected,Evading Arrest,Arrest,Arrest,Weapon display at Person
1850,Male,White,6,No injuries noted or visible,No,Black,Male,"Injured prior to contact, Laceration/Cut, Puncture",Yes,Alchohol and unknown drugs,APOWW,Service Call,Danger to self or others,Held Suspect Down
1851,Male,White,6,No injuries noted or visible,No,Black,Male,TASER PUNCTURE,Yes,No reason,"Warrant/Hold, Resisting Arrest",Service Call,Arrest,Verbal Command
1852,Male,White,8,No injuries noted or visible,No,Black,Male,No injuries noted or visible,Yes,FD-Unknown if Armed,"Resisting Arrest, Fail to ID, Warrant/Hold",Arrest,Other,Weapon display at Person
