,features,CIT_ARREST encoded
801,"(13,[0,1,5,6,7,10,12],[3.0,1.0,2.0,1.0,3.0,1.0,1.0])",0.0
802,"[3.0,0.0,3.0,10.0,0.0,2.0,33.0,3.0,16.0,0.0,0.0,16.0,1.0]",0.0
803,"[10.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,37.0,1.0,2.0,3.0,1.0]",0.0
804,"(13,[0,6,8,12],[2.0,5.0,11.0,1.0])",0.0
805,"(13,[0,7,8,9,12],[15.0,5.0,2.0,1.0,1.0])",0.0
806,"[3.0,1.0,3.0,57.0,0.0,2.0,0.0,1.0,5.0,0.0,0.0,3.0,2.0]",0.0
807,"(13,[0,7,8,10,11,12],[1.0,5.0,67.0,2.0,2.0,1.0])",0.0
808,"[2.0,0.0,2.0,0.0,0.0,0.0,6.0,3.0,124.0,4.0,0.0,1.0,1.0]",0.0
809,"(13,[0,7,8,10,11,12],[4.0,3.0,156.0,1.0,2.0,1.0])",0.0
810,"[3.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,114.0,1.0,3.0,0.0,1.0]",0.0
811,"(13,[0,7,8,9,10,11,12],[2.0,4.0,1.0,1.0,3.0,6.0,1.0])",1.0
812,"(13,[0,1,2,5,10,11,12],[14.0,1.0,1.0,2.0,1.0,4.0,2.0])",0.0
813,"(13,[0,6,7,8,9,12],[2.0,1.0,4.0,184.0,1.0,1.0])",0.0
814,"(13,[0,8,9,10,12],[3.0,1.0,8.0,1.0,1.0])",1.0
815,"(13,[0,6,7,8,9,10,12],[3.0,1.0,2.0,3.0,1.0,2.0,1.0])",0.0
816,"(13,[0,7,8,11,12],[1.0,3.0,118.0,11.0,1.0])",0.0
817,"(13,[0,5,6,7,8,11,12],[6.0,2.0,8.0,1.0,2.0,6.0,1.0])",0.0
818,"(13,[0,6,7,8,11,12],[32.0,145.0,2.0,61.0,19.0,1.0])",0.0
819,"(13,[0,9,10,11,12],[16.0,1.0,8.0,7.0,1.0])",0.0
820,"(13,[0,3,7,8,12],[4.0,8.0,5.0,502.0,1.0])",0.0
821,"(13,[0,2,5,10,11,12],[7.0,2.0,2.0,1.0,16.0,2.0])",0.0
822,"(13,[0,5,7,8,9,11,12],[3.0,1.0,1.0,2.0,1.0,4.0,1.0])",0.0
823,"(13,[0,1,5,7,8,12],[2.0,1.0,1.0,2.0,496.0,1.0])",0.0
824,"(13,[0,6,7,8,10,11,12],[8.0,2.0,1.0,2.0,5.0,6.0,1.0])",0.0
825,"(13,[0,7,8,9,10,11,12],[11.0,6.0,1.0,1.0,4.0,1.0,1.0])",1.0
826,"[2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,12.0,1.0,1.0,1.0,1.0]",0.0
827,"(13,[0,2,7,8,11,12],[19.0,1.0,3.0,16.0,16.0,1.0])",0.0
828,"(13,[0,9,10,11,12],[3.0,2.0,1.0,2.0,1.0])",0.0
829,"(13,[0,5,7,8,10,12],[8.0,2.0,1.0,7.0,3.0,1.0])",0.0
830,"(13,[0,2,7,8,12],[21.0,1.0,2.0,204.0,2.0])",0.0
831,"[4.0,0.0,1.0,11.0,0.0,2.0,0.0,4.0,10.0,1.0,0.0,10.0,1.0]",0.0
832,"[19.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,4.0,1.0,1.0]",1.0
833,"(13,[0,2,5,7,8,11,12],[19.0,1.0,2.0,5.0,2.0,4.0,2.0])",0.0
834,"(13,[0,7,8,9,12],[2.0,2.0,407.0,3.0,2.0])",0.0
835,"(13,[0,1,2,8,11,12],[3.0,1.0,1.0,4.0,2.0,2.0])",0.0
836,"(13,[0,6,8,11,12],[9.0,3.0,58.0,7.0,1.0])",0.0
837,"(13,[0,5,7,8,10,12],[3.0,1.0,1.0,3.0,4.0,1.0])",0.0
838,"[2.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,4.0,1.0,1.0]",0.0
839,"(13,[0,5,7,8,10,11,12],[7.0,2.0,4.0,29.0,5.0,4.0,1.0])",0.0
840,"(13,[0,7,8,10,11,12],[9.0,5.0,67.0,2.0,2.0,1.0])",0.0
841,"[14.0,1.0,1.0,0.0,0.0,1.0,8.0,5.0,0.0,6.0,2.0,14.0,1.0]",0.0
842,"(13,[0,5,7,8,9,10,12],[1.0,1.0,7.0,1.0,1.0,3.0,1.0])",1.0
843,"(13,[0,2,7,8,9,10,12],[2.0,1.0,5.0,303.0,1.0,3.0,1.0])",0.0
844,"[1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,5.0,3.0,1.0]",0.0
845,"(13,[0,1,7,8,9,10,12],[8.0,1.0,3.0,1.0,7.0,4.0,1.0])",1.0
846,"[3.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,2.0,5.0,2.0,6.0,1.0]",0.0
847,"(13,[0,2,5,6,8,11,12],[19.0,1.0,2.0,3.0,11.0,4.0,1.0])",0.0
848,"[1.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,5.0,1.0,1.0]",1.0
849,"[7.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,7.0,1.0,5.0,5.0,1.0]",0.0
850,"(13,[0,5,6,7,8,11,12],[4.0,4.0,1.0,1.0,17.0,10.0,1.0])",0.0
851,"(13,[0,7,8,9,10,11,12],[2.0,9.0,1.0,4.0,4.0,1.0,1.0])",0.0
852,"(13,[0,2,7,8,11,12],[2.0,1.0,4.0,292.0,8.0,1.0])",0.0
853,"[7.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,244.0,2.0,0.0,10.0,1.0]",0.0
854,"[3.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,19.0,1.0,3.0,0.0,1.0]",0.0
855,"[9.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,3.0,6.0,1.0]",0.0
856,"(13,[0,1,2,3,8,11,12],[1.0,1.0,1.0,6.0,4.0,3.0,2.0])",0.0
857,"(13,[0,3,6,7,9,11,12],[7.0,1.0,1.0,3.0,2.0,3.0,1.0])",0.0
858,"[9.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,14.0,1.0,2.0,10.0,1.0]",0.0
859,"[13.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,93.0,4.0,4.0,1.0,1.0]",0.0
860,"[6.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,1.0,2.0,3.0,1.0]",1.0
861,"(13,[0,2,7,8,11,12],[6.0,1.0,3.0,253.0,3.0,2.0])",0.0
862,"(13,[0,7,8,9,10,11,12],[11.0,6.0,1.0,1.0,4.0,1.0,1.0])",1.0
863,"[5.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,1.0,5.0,1.0,1.0]",1.0
864,"(13,[0,1,7,8,11,12],[8.0,1.0,3.0,393.0,6.0,2.0])",0.0
865,"(13,[0,5,7,8,9,12],[7.0,2.0,2.0,30.0,1.0,1.0])",0.0
866,"(13,[0,7,8,9,12],[6.0,3.0,69.0,1.0,1.0])",0.0
867,"[3.0,0.0,2.0,0.0,0.0,2.0,0.0,9.0,1.0,1.0,4.0,1.0,1.0]",1.0
868,"(13,[0,7,8,11,12],[11.0,2.0,49.0,3.0,1.0])",0.0
869,"[14.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,7.0,0.0,2.0,13.0,1.0]",0.0
870,"[1.0,1.0,1.0,1.0,0.0,0.0,1.0,5.0,9.0,0.0,0.0,4.0,1.0]",0.0
871,"[9.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,5.0,1.0,1.0]",1.0
872,"(13,[0,5,6,8,10,11,12],[4.0,2.0,2.0,3.0,1.0,12.0,1.0])",0.0
873,"(13,[0,5,8,9,11,12],[6.0,2.0,1.0,1.0,1.0,1.0])",1.0
874,"(13,[0,2,7,8,10,11,12],[7.0,2.0,1.0,4.0,2.0,8.0,1.0])",0.0
875,"(13,[0,5,7,8,9,10,12],[9.0,4.0,6.0,1.0,1.0,5.0,1.0])",1.0
876,"[1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,12.0,0.0,4.0,1.0,1.0]",0.0
877,"(13,[0,2,7,8,10,11,12],[1.0,2.0,5.0,1.0,4.0,1.0,1.0])",0.0
878,"[11.0,0.0,0.0,0.0,0.0,1.0,187.0,5.0,4.0,0.0,6.0,4.0,1.0]",0.0
879,"(13,[0,7,8,10,11,12],[3.0,8.0,4.0,2.0,6.0,2.0])",0.0
880,"[2.0,0.0,1.0,1.0,0.0,1.0,172.0,5.0,38.0,0.0,0.0,13.0,1.0]",0.0
881,"(13,[0,5,7,8,10,11,12],[16.0,1.0,4.0,1.0,2.0,6.0,1.0])",1.0
882,"(13,[0,5,7,8,11,12],[7.0,1.0,1.0,86.0,8.0,1.0])",0.0
883,"[1.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,4.0,8.0,5.0,6.0,1.0]",0.0
884,"(13,[0,7,8,10,11,12],[7.0,2.0,1.0,1.0,7.0,1.0])",0.0
885,"[6.0,0.0,0.0,0.0,0.0,1.0,49.0,5.0,68.0,0.0,2.0,1.0,1.0]",0.0
886,"(13,[0,2,7,8,9,10,12],[1.0,1.0,8.0,2.0,7.0,1.0,1.0])",0.0
887,"[24.0,0.0,1.0,6.0,0.0,1.0,0.0,2.0,8.0,0.0,0.0,4.0,2.0]",0.0
888,"[19.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,5.0,3.0,1.0]",0.0
889,"(13,[0,1,9,10,11,12],[14.0,1.0,1.0,2.0,5.0,2.0])",0.0
890,"(13,[0,2,5,9,10,11,12],[7.0,1.0,2.0,1.0,1.0,8.0,1.0])",0.0
891,"(13,[0,2,3,7,8,11,12],[9.0,2.0,50.0,3.0,16.0,16.0,1.0])",0.0
892,"[1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,37.0,1.0,2.0,3.0,1.0]",0.0
893,"(13,[0,5,7,8,9,11,12],[14.0,1.0,4.0,4.0,1.0,1.0,1.0])",0.0
894,"(13,[0,5,6,7,9,12],[29.0,2.0,2.0,2.0,5.0,2.0])",0.0
895,"(13,[0,7,8,12],[2.0,4.0,298.0,1.0])",0.0
896,"(13,[0,7,8,10,11,12],[3.0,5.0,7.0,1.0,6.0,2.0])",0.0
897,"[10.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,5.0,5.0,1.0]",1.0
898,"[9.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,16.0,7.0,0.0,9.0,1.0]",0.0
899,"(13,[0,7,8,10,12],[7.0,5.0,23.0,1.0,1.0])",0.0
900,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0]",1.0
901,"[9.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,3.0,2.0,3.0,1.0]",1.0
902,"(13,[0,7,10,11,12],[3.0,3.0,1.0,5.0,2.0])",1.0
903,"(13,[0,5,7,8,9,10,12],[4.0,2.0,3.0,1.0,7.0,1.0,1.0])",1.0
904,"[2.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,2.0]",0.0
905,"(13,[0,2,7,8,11,12],[27.0,2.0,1.0,2.0,6.0,2.0])",0.0
906,"[6.0,0.0,0.0,1.0,0.0,0.0,162.0,3.0,287.0,0.0,3.0,2.0,1.0]",0.0
907,"(13,[0,7,8,9,10,11,12],[3.0,4.0,1.0,1.0,4.0,1.0,1.0])",1.0
908,"[7.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,4.0,1.0,5.0,0.0,1.0]",0.0
909,"[10.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,12.0,1.0,6.0,1.0,1.0]",0.0
910,"(13,[0,2,7,8,9,12],[1.0,1.0,4.0,28.0,3.0,1.0])",0.0
911,"(13,[0,7,8,12],[3.0,4.0,40.0,1.0])",0.0
912,"[11.0,0.0,2.0,0.0,0.0,2.0,141.0,0.0,44.0,1.0,0.0,16.0,1.0]",0.0
913,"(13,[0,7,9,12],[6.0,5.0,1.0,2.0])",0.0
914,"(13,[0,6,8,9,12],[8.0,3.0,477.0,1.0,1.0])",0.0
915,"[2.0,1.0,0.0,0.0,0.0,2.0,67.0,1.0,4.0,4.0,6.0,0.0,1.0]",0.0
916,"(13,[0,7,8,11,12],[7.0,3.0,141.0,5.0,1.0])",0.0
917,"(13,[0,2,7,8,11,12],[2.0,2.0,8.0,4.0,2.0,2.0])",0.0
918,"[29.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,10.0,1.0,2.0,5.0,1.0]",0.0
919,"(13,[0,2,7,8,9,11,12],[10.0,2.0,1.0,375.0,1.0,9.0,1.0])",0.0
920,"[1.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,13.0,1.0,3.0,2.0,1.0]",0.0
921,"[22.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,197.0,0.0,4.0,1.0,1.0]",0.0
922,"(13,[0,10,12],[3.0,1.0,1.0])",0.0
923,"(13,[0,7,8,12],[3.0,3.0,3.0,1.0])",0.0
924,"(13,[0,3,5,9,10,11,12],[3.0,1.0,2.0,1.0,1.0,9.0,1.0])",0.0
925,"[2.0,0.0,0.0,0.0,0.0,1.0,65.0,1.0,167.0,0.0,3.0,6.0,1.0]",0.0
926,"(13,[0,6,7,8,9,10,12],[7.0,13.0,1.0,1.0,6.0,6.0,2.0])",1.0
927,"(13,[0,7,8,9,11,12],[1.0,2.0,16.0,2.0,9.0,1.0])",0.0
928,"(13,[0,7,8,12],[3.0,2.0,438.0,1.0])",0.0
929,"(13,[0,7,8,9,10,11,12],[26.0,9.0,1.0,1.0,4.0,1.0,1.0])",1.0
930,"(13,[0,5,6,7,8,12],[2.0,1.0,4.0,1.0,17.0,1.0])",0.0
931,"(13,[0,2,6,9,10,12],[11.0,1.0,1.0,2.0,4.0,2.0])",0.0
932,"(13,[0,6,11,12],[3.0,2.0,3.0,2.0])",0.0
933,"(13,[0,7,8,12],[3.0,2.0,3.0,1.0])",0.0
934,"(13,[0,11,12],[7.0,5.0,2.0])",0.0
935,"(13,[0,5,6,7,8,11,12],[2.0,1.0,183.0,1.0,232.0,5.0,1.0])",0.0
936,"(13,[0,1,2,10,12],[1.0,1.0,2.0,1.0,1.0])",0.0
937,"(13,[0,5,7,8,12],[3.0,2.0,5.0,315.0,1.0])",0.0
938,"(13,[0,7,8,9,11,12],[2.0,10.0,291.0,2.0,6.0,1.0])",0.0
939,"[2.0,0.0,3.0,1.0,0.0,0.0,1.0,1.0,101.0,0.0,2.0,21.0,1.0]",0.0
940,"(13,[0,5,7,8,12],[3.0,2.0,2.0,3.0,1.0])",0.0
941,"(13,[0,1,9,10,11,12],[8.0,1.0,1.0,1.0,5.0,1.0])",0.0
942,"[3.0,0.0,2.0,6.0,0.0,0.0,0.0,5.0,169.0,0.0,2.0,12.0,1.0]",0.0
943,"(13,[0,2,5,9,10,11,12],[28.0,1.0,2.0,1.0,2.0,7.0,1.0])",0.0
944,"[27.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,316.0,5.0,4.0,1.0,1.0]",0.0
945,"(13,[0,8,12],[2.0,54.0,1.0])",0.0
946,"(13,[0,5,6,7,8,12],[1.0,1.0,34.0,8.0,23.0,1.0])",0.0
947,"(13,[0,6,7,8,11,12],[3.0,15.0,4.0,184.0,8.0,1.0])",0.0
948,"[1.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,3.0,1.0,4.0,1.0,1.0]",0.0
949,"[12.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,481.0,6.0,3.0,3.0,1.0]",1.0
950,"(13,[0,6,7,8,12],[2.0,18.0,1.0,7.0,2.0])",0.0
951,"(13,[0,5,10,11,12],[29.0,2.0,1.0,23.0,1.0])",0.0
952,"[2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0]",0.0
953,"(13,[0,5,10,12],[27.0,2.0,1.0,2.0])",0.0
954,"(13,[0,10,12],[8.0,1.0,1.0])",0.0
955,"(13,[0,2,5,7,8,10,12],[19.0,2.0,2.0,5.0,463.0,5.0,1.0])",0.0
956,"(13,[0,7,8,9,10,12],[7.0,5.0,66.0,8.0,1.0,1.0])",0.0
957,"(13,[0,5,7,8,10,11,12],[16.0,1.0,4.0,1.0,2.0,6.0,2.0])",1.0
958,"(13,[0,5,7,8,9,10,12],[2.0,4.0,1.0,81.0,1.0,5.0,1.0])",1.0
959,"(13,[0,5,7,8,10,11,12],[3.0,2.0,2.0,4.0,2.0,13.0,1.0])",0.0
960,"(13,[0,7,8,12],[3.0,1.0,7.0,1.0])",0.0
961,"[9.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,5.0,5.0,0.0,1.0]",1.0
962,"[1.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,14.0,0.0,4.0,1.0,1.0]",0.0
963,"(13,[0,1,3,7,8,11,12],[8.0,1.0,3.0,2.0,15.0,5.0,2.0])",0.0
964,"[3.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,1.0,4.0,1.0]",0.0
965,"[16.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0]",0.0
966,"[7.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,4.0,1.0,2.0,8.0,1.0]",0.0
967,"(13,[0,5,7,8,11,12],[8.0,2.0,1.0,2.0,6.0,2.0])",0.0
968,"[7.0,0.0,1.0,0.0,0.0,2.0,2.0,1.0,0.0,1.0,1.0,0.0,2.0]",1.0
969,"(13,[0,5,10,11,12],[2.0,2.0,2.0,2.0,1.0])",0.0
970,"[18.0,0.0,3.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,0.0,13.0,1.0]",0.0
971,"(13,[0,7,8,11,12],[2.0,2.0,171.0,6.0,1.0])",0.0
972,"(13,[0,2,7,8,9,10,12],[1.0,2.0,2.0,1.0,1.0,5.0,1.0])",1.0
973,"[2.0,1.0,2.0,0.0,0.0,1.0,0.0,5.0,2.0,6.0,0.0,6.0,1.0]",0.0
974,"(13,[0,7,8,10,12],[8.0,6.0,317.0,2.0,1.0])",0.0
975,"[8.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,201.0,0.0,5.0,2.0,1.0]",0.0
976,"[2.0,0.0,1.0,0.0,0.0,0.0,11.0,3.0,94.0,1.0,1.0,0.0,1.0]",0.0
977,"(13,[0,5,7,8,12],[3.0,1.0,5.0,187.0,1.0])",0.0
978,"[3.0,0.0,1.0,0.0,0.0,2.0,0.0,4.0,1.0,5.0,3.0,0.0,1.0]",1.0
979,"(13,[0,2,7,8,12],[1.0,1.0,2.0,15.0,2.0])",0.0
980,"[3.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,9.0,4.0,2.0,18.0,1.0]",0.0
981,"(13,[0,7,8,10,11,12],[7.0,1.0,542.0,2.0,6.0,2.0])",0.0
982,"(13,[0,5,7,8,9,12],[4.0,1.0,5.0,418.0,2.0,1.0])",0.0
983,"(13,[0,2,5,7,10,11,12],[2.0,1.0,2.0,7.0,1.0,3.0,1.0])",0.0
984,"(13,[0,8,9,11,12],[2.0,20.0,1.0,4.0,1.0])",0.0
985,"(13,[0,7,8,12],[11.0,5.0,2.0,1.0])",0.0
986,"[15.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,1.0,1.0,1.0,5.0,1.0]",1.0
987,"(13,[0,5,6,7,9,10,12],[3.0,2.0,1.0,3.0,1.0,2.0,1.0])",0.0
988,"(13,[0,2,7,8,12],[4.0,2.0,3.0,70.0,1.0])",0.0
989,"(13,[0,7,8,10,11,12],[3.0,5.0,19.0,1.0,6.0,2.0])",0.0
990,"(13,[0,1,7,8,9,11,12],[2.0,1.0,3.0,20.0,1.0,4.0,1.0])",0.0
991,"(13,[0,5,7,8,10,11,12],[9.0,2.0,1.0,4.0,3.0,5.0,1.0])",0.0
992,"(13,[0,12],[2.0,2.0])",0.0
993,"[14.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,4.0,1.0]",0.0
994,"(13,[0,1,7,8,10,12],[2.0,1.0,8.0,4.0,1.0,2.0])",0.0
995,"[9.0,0.0,1.0,0.0,0.0,0.0,29.0,5.0,67.0,0.0,2.0,14.0,1.0]",0.0
996,"(13,[0,5,6,7,8,9,12],[4.0,2.0,7.0,1.0,51.0,2.0,1.0])",0.0
997,"(13,[0,2,5,8,11,12],[3.0,1.0,2.0,59.0,5.0,2.0])",0.0
998,"(13,[0,2,7,8,9,11,12],[25.0,2.0,4.0,486.0,3.0,8.0,1.0])",0.0
999,"(13,[0,2,6,7,8,11,12],[8.0,1.0,1.0,4.0,29.0,10.0,1.0])",0.0
1000,"(13,[0,5,6,7,8,11,12],[6.0,1.0,1.0,8.0,33.0,9.0,1.0])",0.0
1001,"(13,[0,7,8,9,10,11,12],[2.0,4.0,1.0,2.0,3.0,2.0,1.0])",1.0
1002,"(13,[0,2,7,8,10,11,12],[3.0,1.0,2.0,107.0,2.0,2.0,1.0])",0.0
1003,"(13,[0,7,9,10,11,12],[17.0,7.0,1.0,2.0,11.0,1.0])",1.0
1004,"(13,[0,5,8,9,10,11,12],[16.0,2.0,13.0,1.0,3.0,5.0,1.0])",0.0
1005,"(13,[0,5,7,8,12],[2.0,2.0,1.0,2.0,1.0])",0.0
1006,"(13,[0,10,11,12],[2.0,2.0,2.0,1.0])",0.0
1007,"(13,[0,7,8,9,10,11,12],[8.0,3.0,13.0,4.0,4.0,1.0,1.0])",0.0
1008,"[7.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,4.0,1.0,1.0]",1.0
1009,"(13,[0,7,8,9,10,12],[17.0,1.0,13.0,1.0,4.0,1.0])",0.0
1010,"(13,[0,3,6,7,8,11,12],[9.0,39.0,60.0,1.0,41.0,14.0,1.0])",0.0
1011,"(13,[0,7,8,11,12],[3.0,3.0,8.0,8.0,1.0])",0.0
1012,"(13,[0,7,8,9,10,11,12],[13.0,9.0,1.0,4.0,4.0,1.0,1.0])",0.0
1013,"[30.0,0.0,2.0,0.0,0.0,0.0,8.0,1.0,9.0,0.0,2.0,14.0,1.0]",0.0
1014,"(13,[0,6,7,12],[1.0,1.0,5.0,1.0])",0.0
1015,"[9.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,5.0,1.0,2.0]",1.0
1016,"(13,[0,8,11,12],[3.0,4.0,3.0,2.0])",0.0
1017,"[7.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,5.0,10.0,2.0]",0.0
1018,"(13,[0,5,11,12],[6.0,2.0,1.0,1.0])",0.0
1019,"(13,[0,6,7,8,11,12],[9.0,1.0,4.0,80.0,21.0,1.0])",0.0
1020,"[7.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,111.0,0.0,0.0,2.0,1.0]",0.0
1021,"(13,[0,2,7,8,11,12],[10.0,4.0,5.0,141.0,5.0,1.0])",0.0
1022,"(13,[0,7,8,10,11,12],[13.0,2.0,14.0,6.0,14.0,1.0])",0.0
1023,"[6.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,27.0,5.0,5.0,2.0,1.0]",0.0
1024,"[14.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,5.0,1.0,1.0]",1.0
1025,"[2.0,0.0,3.0,0.0,0.0,0.0,14.0,3.0,304.0,3.0,5.0,2.0,1.0]",0.0
1026,"(13,[0,2,7,8,10,11,12],[2.0,1.0,2.0,6.0,4.0,1.0,1.0])",0.0
1027,"[19.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,1.0,1.0,2.0,8.0,1.0]",1.0
1028,"(13,[0,7,8,12],[4.0,1.0,10.0,1.0])",0.0
1029,"[2.0,0.0,1.0,0.0,0.0,2.0,59.0,0.0,4.0,0.0,3.0,7.0,1.0]",0.0
1030,"(13,[0,2,6,9,10,11,12],[17.0,1.0,85.0,7.0,3.0,9.0,1.0])",0.0
1031,"(13,[0,2,7,8,12],[3.0,1.0,5.0,426.0,1.0])",0.0
1032,"[4.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,1.0,4.0,4.0,0.0,1.0]",1.0
1033,"(13,[0,2,5,7,8,11,12],[7.0,1.0,1.0,1.0,40.0,5.0,1.0])",0.0
1034,"(13,[0,2,3,6,7,8,12],[14.0,3.0,1.0,1.0,2.0,3.0,2.0])",0.0
1035,"(13,[0,1,7,8,9,10,12],[1.0,1.0,7.0,482.0,2.0,4.0,1.0])",0.0
1036,"(13,[0,2,3,7,8,11,12],[26.0,2.0,40.0,5.0,108.0,3.0,2.0])",0.0
1037,"(13,[0,5,7,8,9,11,12],[7.0,2.0,1.0,2.0,1.0,5.0,2.0])",0.0
1038,"[8.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,22.0,5.0,5.0,1.0,1.0]",0.0
1039,"(13,[0,5,6,9,10,11,12],[26.0,2.0,5.0,1.0,1.0,7.0,1.0])",0.0
1040,"(13,[0,7,8,10,12],[6.0,4.0,20.0,2.0,1.0])",0.0
1041,"(13,[0,5,7,8,11,12],[6.0,1.0,5.0,41.0,5.0,1.0])",0.0
1042,"(13,[0,1,7,8,12],[1.0,1.0,2.0,134.0,1.0])",0.0
1043,"[8.0,0.0,0.0,0.0,0.0,3.0,2.0,5.0,106.0,0.0,3.0,6.0,2.0]",0.0
1044,"(13,[0,7,8,9,10,11,12],[9.0,2.0,403.0,3.0,5.0,4.0,1.0])",0.0
1045,"(13,[0,1,2,5,6,7,12],[2.0,1.0,1.0,1.0,1.0,5.0,2.0])",0.0
1046,"(13,[0,7,8,9,10,12],[4.0,2.0,92.0,1.0,1.0,1.0])",0.0
1047,"(13,[0,2,7,8,11,12],[8.0,1.0,4.0,334.0,8.0,1.0])",0.0
1048,"(13,[0,7,8,9,11,12],[2.0,1.0,163.0,1.0,9.0,1.0])",0.0
1049,"(13,[0,2,5,6,11,12],[4.0,2.0,2.0,9.0,11.0,1.0])",0.0
1050,"(13,[0,9,10,12],[14.0,1.0,1.0,1.0])",0.0
1051,"(13,[0,7,8,10,11,12],[16.0,4.0,19.0,2.0,17.0,2.0])",0.0
1052,"(13,[0,5,7,8,12],[15.0,2.0,5.0,305.0,2.0])",0.0
1053,"(13,[0,5,7,8,11,12],[2.0,2.0,4.0,15.0,4.0,2.0])",0.0
1054,"[12.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,10.0,6.0,0.0,3.0,1.0]",0.0
1055,"(13,[0,2,3,6,12],[9.0,4.0,1.0,1.0,1.0])",0.0
1056,"[4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,2.0,2.0,1.0]",0.0
1057,"(13,[0,7,8,12],[2.0,2.0,126.0,1.0])",0.0
1058,"(13,[0,5,7,8,10,11,12],[10.0,1.0,1.0,3.0,2.0,3.0,1.0])",0.0
1059,"[2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,2.0,6.0,1.0]",0.0
1060,"(13,[0,5,7,8,9,10,12],[4.0,1.0,6.0,88.0,8.0,3.0,1.0])",0.0
1061,"(13,[0,7,8,10,12],[3.0,4.0,201.0,4.0,1.0])",0.0
1062,"[9.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,4.0,1.0,1.0]",1.0
1063,"(13,[0,3,5,7,8,11,12],[25.0,22.0,1.0,4.0,202.0,10.0,1.0])",0.0
1064,"(13,[0,2,7,8,10,11,12],[7.0,2.0,2.0,447.0,2.0,13.0,1.0])",0.0
1065,"[4.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,32.0,1.0,0.0,1.0,1.0]",0.0
